user_id,message_url
100064615657690,https://www.facebook.com/messages/t/100092921041565
100086900121217,https://www.facebook.com/messages/t/1371795133
100034701346643,https://www.facebook.com/messages/t/100024756424638
100005959607262,https://www.facebook.com/messages/t/100054825247219
1544793751,https://www.facebook.com/messages/t/61557836548452
61557408122151,https://www.facebook.com/messages/t/100081527512192
100057687540774,https://www.facebook.com/messages/t/100001013968719
100003751165003,https://www.facebook.com/messages/t/100001308062438
100011020115382,https://www.facebook.com/messages/t/100044704382995
100043812260113,https://www.facebook.com/messages/t/100092742634884
61551573612161,https://www.facebook.com/messages/t/100010220250212
61554539511868,https://www.facebook.com/messages/t/61551410992439
61552121680636,https://www.facebook.com/messages/t/100072302517267
61555916390567,https://www.facebook.com/messages/t/100007920220532
100001354068670,https://www.facebook.com/messages/t/100049704352746
100084064729411,https://www.facebook.com/messages/t/100089184313911
100010210811626,https://www.facebook.com/messages/t/100092213144190
100007642960692,https://www.facebook.com/messages/t/100058546205025
100002620526037,https://www.facebook.com/messages/t/100017323299838
100095355580261,https://www.facebook.com/messages/t/100029788534865
100059579589135,https://www.facebook.com/messages/t/100012474374231
100087750630693,https://www.facebook.com/messages/t/100011267520101
100004163191661,https://www.facebook.com/messages/t/100005704484175
100085634071843,https://www.facebook.com/messages/t/100025776290001
100001002851806,https://www.facebook.com/messages/t/61557992586215
100071155325303,https://www.facebook.com/messages/t/100064940380808
100065050512988,https://www.facebook.com/messages/t/100038351809393
100089268677873,https://www.facebook.com/messages/t/61554952558026
100077865844630,https://www.facebook.com/messages/t/61557939390309
100029079557031,https://www.facebook.com/messages/t/100026362603667
100001206706177,https://www.facebook.com/messages/t/100073253359888
100057690760208,https://www.facebook.com/messages/t/1571062815
100077805074193,https://www.facebook.com/messages/t/100045970005773
100090059794121,https://www.facebook.com/messages/t/100082567182006
100090246450634,https://www.facebook.com/messages/t/100025353375736
61551218355435,https://www.facebook.com/messages/t/100000936126676
100087717875013,https://www.facebook.com/messages/t/61556750829050
61557728680604,https://www.facebook.com/messages/t/100000422054518
100072642286604,https://www.facebook.com/messages/t/61555924499650
100024105591027,https://www.facebook.com/messages/t/100002287360541
100091853708690,https://www.facebook.com/messages/t/61551709783343
1599851160,https://www.facebook.com/messages/t/100043684605466
61556256729585,https://www.facebook.com/messages/t/100002466861596
61556968708888,https://www.facebook.com/messages/t/100042589964350
61552516102894,https://www.facebook.com/messages/t/100011161445571
100058032200600,https://www.facebook.com/messages/t/100008272541924
100084872025756,https://www.facebook.com/messages/t/61557970987544
100056824735192,https://www.facebook.com/messages/t/100000984658161
100077868888065,https://www.facebook.com/messages/t/100046531639544
100069865250649,https://www.facebook.com/messages/t/768389415
100013883017859,https://www.facebook.com/messages/t/100001686447526
100077704574788,https://www.facebook.com/messages/t/588245324
100092670150268,https://www.facebook.com/messages/t/100000324192577
100080634165666,https://www.facebook.com/messages/t/100057157303871
61550071551943,https://www.facebook.com/messages/t/100076697096070
100025526812427,https://www.facebook.com/messages/t/100083002946733
100021591676471,https://www.facebook.com/messages/t/100041731742811
100078242718631,https://www.facebook.com/messages/t/100001821916759
1364584561,https://www.facebook.com/messages/t/100080054900270
100028398241096,https://www.facebook.com/messages/t/100004865232631
61557959722451,https://www.facebook.com/messages/t/100049506863166
100088710272696,https://www.facebook.com/messages/t/61557825929184
61556074289307,https://www.facebook.com/messages/t/61557809366614
100017775641492,https://www.facebook.com/messages/t/100007550898701
100073520197098,https://www.facebook.com/messages/t/100094750295036
61556859564600,https://www.facebook.com/messages/t/61556595050350
100001158085462,https://www.facebook.com/messages/t/100087980246760
100044764831894,https://www.facebook.com/messages/t/100094642057229
100009091054999,https://www.facebook.com/messages/t/100051566596704
100023630642663,https://www.facebook.com/messages/t/61555928535609
100015006631781,https://www.facebook.com/messages/t/61557467953524
100003206967661,https://www.facebook.com/messages/t/100094137721953
100080231107386,https://www.facebook.com/messages/t/61553735061833
100052616178493,https://www.facebook.com/messages/t/100086432206641
61553722567968,https://www.facebook.com/messages/t/61552059832383
100093674872372,https://www.facebook.com/messages/t/100014492673916
100094330884139,https://www.facebook.com/messages/t/100041554212679
100051933370966,https://www.facebook.com/messages/t/100030620452428
100087093881191,https://www.facebook.com/messages/t/100032162018698
1369930464,https://www.facebook.com/messages/t/61553666844865
100050683173359,https://www.facebook.com/messages/t/100026033949196
100056536953335,https://www.facebook.com/messages/t/100002280750892
589979020,https://www.facebook.com/messages/t/100055884026586
100041583200424,https://www.facebook.com/messages/t/100076392049680
61554173679686,https://www.facebook.com/messages/t/100095092565417
100086398397118,https://www.facebook.com/messages/t/100024541552735
100047628713483,https://www.facebook.com/messages/t/100058762836721
100034080317855,https://www.facebook.com/messages/t/100009445165749
100000820881371,https://www.facebook.com/messages/t/100095425478581
517193921,https://www.facebook.com/messages/t/100015822257163
100043307329863,https://www.facebook.com/messages/t/61550949361670
100034596222374,https://www.facebook.com/messages/t/100061274209145
100040039728588,https://www.facebook.com/messages/t/100071563331298
100002254460113,https://www.facebook.com/messages/t/100089608542258
100015042611760,https://www.facebook.com/messages/t/100078402052879
100074045330528,https://www.facebook.com/messages/t/100009576501543
100005864083356,https://www.facebook.com/messages/t/61552403393845
100002731743965,https://www.facebook.com/messages/t/61557335193257
100044370755824,https://www.facebook.com/messages/t/100049003820367
100005470782243,https://www.facebook.com/messages/t/100012205111558
100035900201689,https://www.facebook.com/messages/t/61552048253816
100056084662638,https://www.facebook.com/messages/t/61557871768965
100090380451277,https://www.facebook.com/messages/t/100081193697420
100063010653267,https://www.facebook.com/messages/t/100022006115053
100093426110486,https://www.facebook.com/messages/t/100008444806367
100077433880476,https://www.facebook.com/messages/t/100009281391869
100088322359134,https://www.facebook.com/messages/t/100010706040042
100024072545356,https://www.facebook.com/messages/t/100004449185414
100000594116613,https://www.facebook.com/messages/t/100048825648531
61552106861686,https://www.facebook.com/messages/t/100005461476685
100084546586673,https://www.facebook.com/messages/t/100004151170142
100003778874002,https://www.facebook.com/messages/t/100001209293569
100054556743574,https://www.facebook.com/messages/t/100088783207742
100076916229365,https://www.facebook.com/messages/t/100069775015835
100082624576172,https://www.facebook.com/messages/t/61555270612271
100004119318212,https://www.facebook.com/messages/t/61550270936292
100005892513191,https://www.facebook.com/messages/t/100004116671210
100077467600414,https://www.facebook.com/messages/t/100062595504046
100089490881473,https://www.facebook.com/messages/t/100021785586334
100012876884095,https://www.facebook.com/messages/t/100024782321479
100089136186870,https://www.facebook.com/messages/t/100004029554647
100012358239436,https://www.facebook.com/messages/t/61557673858483
100026374028613,https://www.facebook.com/messages/t/100008278656058
100082486784429,https://www.facebook.com/messages/t/100002210390389
100023918510145,https://www.facebook.com/messages/t/1021328534
100026050277192,https://www.facebook.com/messages/t/100053523660430
100003613504832,https://www.facebook.com/messages/t/1114515635
530456051,https://www.facebook.com/messages/t/100027931093154
100091962473842,https://www.facebook.com/messages/t/100085301654898
100009821140859,https://www.facebook.com/messages/t/61557478435117
61558116573598,https://www.facebook.com/messages/t/61550298856773
61555647947711,https://www.facebook.com/messages/t/100075901892768
100087295287279,https://www.facebook.com/messages/t/100040257780312
100090577156284,https://www.facebook.com/messages/t/100003698226404
100069350790998,https://www.facebook.com/messages/t/100008895707217
571208411,https://www.facebook.com/messages/t/61552068043301
100031074200670,https://www.facebook.com/messages/t/100082521819136
100011722520755,https://www.facebook.com/messages/t/61553567507351
100010900998397,https://www.facebook.com/messages/t/100003749681528
100065080691752,https://www.facebook.com/messages/t/100092166413042
100091745780648,https://www.facebook.com/messages/t/100001110072946
100054765196517,https://www.facebook.com/messages/t/100077648622222
100079146225002,https://www.facebook.com/messages/t/100004233370018
100094169790318,https://www.facebook.com/messages/t/61557471791535
100001658592219,https://www.facebook.com/messages/t/61552715903957
100024988779739,https://www.facebook.com/messages/t/100009954103251
61556416773454,https://www.facebook.com/messages/t/100081993193123
100071859398710,https://www.facebook.com/messages/t/100021964725854
100028457287457,https://www.facebook.com/messages/t/100068900617484
61554511127595,https://www.facebook.com/messages/t/100091730691940
100081444788043,https://www.facebook.com/messages/t/100088387036836
100035254172135,https://www.facebook.com/messages/t/100090559691919
100079863726819,https://www.facebook.com/messages/t/100002044579525
100004272701685,https://www.facebook.com/messages/t/100085853751291
1398357851,https://www.facebook.com/messages/t/1229320414
100045164511398,https://www.facebook.com/messages/t/100023870161728
